식품명,식품대분류명,에너지(kcal),수분(g),단백질(g),지방(g),회분(g),탄수화물(g),당류(g),칼슘(mg),칼륨(mg),나트륨(mg),콜레스테롤(mg),포화지방산(g),트랜스지방산(g),과당(g),유당(g),자당(g),포도당(g),식품중량,식종
수란,찜류,145,74.9,12.3,11.7,0.9,0.2,,55.0,100.0,110,420.0,3.21,0.0,,,,,100g,한식
갈매기살구이,구이류,312,48.8,26.98,22.6,1.32,0.28,0.0,13.0,372.0,124,96.84,9.82,0.05,,,,,100g,한식
대창구이,구이류,595,26.1,9.11,60.25,0.49,4.05,1.13,10.0,86.0,126,51.05,25.6,2.47,,,,,100g,한식
돼지불고기,구이류,155,71.1,10.25,9.08,1.52,8.08,5.52,31.0,261.0,293,32.54,3.12,0.07,,,,,433g,한식
막창구이,구이류,358,50.7,15.34,32.73,0.8,0.4,1.36,13.0,107.0,162,109.41,12.11,1.2,,,,,100g,한식
오겹살구이,구이류,408,40.8,20.18,35.14,1.15,2.72,0.72,9.0,327.0,76,45.6,10.23,0.24,,,,,100g,한식
차돌박이구이,구이류,488,33.9,17.94,45.69,1.15,1.31,0.33,5.0,213.0,93,47.28,16.24,3.79,,,,,100g,한식
꼬치구치,전·적 및 부침류,94,77.1,16.43,1.59,1.31,3.53,0.0,23.0,178.0,259,167.18,0.17,0.01,0.0,0.0,0.0,0.0,80g,한식
생선전,전·적 및 부침류,154,68.4,17.17,7.38,2.41,4.61,0.2,231.0,227.0,546,117.51,1.5,0.04,0.2,0.0,0.0,0.0,150g,한식
감바스,볶음류,224,55.4,11.48,11.38,2.71,19.0,1.46,54.0,129.0,822,35.59,1.96,0.01,,,,,641g,한식
게장,젓갈류,88,77.5,12.25,2.31,3.48,4.47,2.93,213.0,176.0,910,140.73,0.63,0.07,,,,,100g,한식
명란젓,젓갈류,147,65.9,17.96,6.54,5.66,3.98,0.0,83.0,199.0,2044,247.92,0.72,0.05,,,,,100g,한식
조개젓,젓갈류,103,67.8,8.61,2.05,8.89,12.61,6.46,145.0,227.0,3040,35.16,0.38,0.02,,,,,100g,한식
소스/드레싱,"장류, 양념류",116,76.6,8.93,5.54,1.26,7.66,5.93,18.0,181.0,530,89.07,1.08,0.02,,,,,768g,한식
밀크쉐이크,유제품류 및 빙과류,113,76.1,2.43,3.88,0.59,17.01,16.57,98.0,114.0,51,9.1,1.65,0.02,,,,,100g,한식
빙수,유제품류 및 빙과류,141,69.0,5.97,4.35,1.11,19.6,14.98,97.0,268.0,63,8.26,1.37,0.04,,,,,100g,한식
아이스크림,유제품류 및 빙과류,196,58.7,3.17,6.86,0.85,30.45,25.42,110.0,166.0,79,9.1,3.94,0.03,,,,,100g,한식
우유,유제품류 및 빙과류,73,83.2,2.04,2.31,1.39,11.04,10.24,71.0,100.0,23,6.93,1.15,0.08,,,,,100g,한식
과ㆍ채주스,음료 및 차류,29,92.4,0.36,0.04,0.27,6.88,6.81,16.0,94.0,29,0.0,0.01,0.0,,,,,100g,한식
라떼,음료 및 차류,76,82.4,2.97,2.56,1.71,10.33,9.41,79.0,203.0,29,9.96,1.42,0.09,,,,,100g,한식
밀크티,음료 및 차류,49,90.7,1.0,2.64,0.38,5.3,4.58,32.0,82.0,15,3.87,1.77,0.05,,,,,100g,한식
액상커피,음료 및 차류,51,88.2,0.43,1.03,0.28,10.06,5.94,14.0,117.0,5,0.0,0.96,0.0,,,,,100g,한식
커피,음료 및 차류,111,77.8,2.47,4.97,0.67,14.08,11.46,91.0,178.0,49,12.61,3.36,0.06,,,,,100g,한식
달걀,수·조·어·육류,150,75.0,12.8,10.65,0.95,0.63,0.62,58.0,125.0,127,380.51,3.02,0.03,,,,,100g,한식
넙치(광어)회덮밥,밥류,77,39.1,4.27,1.06,,12.64,1.92,18.0,119.0,85,7.03,0.16,,,,,,510ml,한식
우럭회덮밥,밥류,67,38.9,3.49,0.77,,11.47,1.55,15.0,109.0,64,1.85,0.14,,,,,,750ml,한식
참치회덮밥,밥류,76,37.4,4.73,0.81,,12.14,1.65,10.0,101.0,88,7.44,0.19,,,,,,600ml,한식
김치 볶음밥,밥류,130,29.1,3.8,2.79,,21.5,1.01,15.0,132.0,152,6.45,0.59,,,,,,320ml,한식
바지락 수제비,면 및 만두류,31,13.2,1.3,0.45,,5.08,0.23,6.0,48.0,197,6.49,0.1,,,,,,1000ml,한식
치즈 스파게티,면 및 만두류,99,55.9,4.5,2.09,,15.18,2.14,36.0,136.0,133,10.28,0.94,,,,,,700ml,한식
선지해장국,국 및 탕류,34,56.3,4.4,0.98,,2.07,0.41,13.0,74.0,278,12.66,0.28,,,,,,600ml,한식
소고기국,국 및 탕류,34,14.5,1.8,1.67,,2.92,0.14,7.0,49.0,6,5.82,0.52,,,,,,563ml,한식
콩나물 선짓국,국 및 탕류,21,33.7,3.1,0.34,,1.79,0.29,21.0,71.0,146,1.73,0.06,,,,,,767ml,한식
고추장찌개,찌개 및 전골류,56,53.2,5.26,2.13,,4.17,1.08,17.0,157.0,138,8.95,0.61,,,,,,400ml,한식
떡산적,전·적 및 부침류,156,89.4,8.7,5.35,,18.37,2.41,59.0,219.0,401,34.94,1.17,,,,,,146.80ml,한식
가지볶음,볶음류,35,52.8,0.9,2.17,,3.36,1.55,12.0,139.0,207,0.01,0.33,,,,,,60ml,한식
새송이버섯볶음,볶음류,25,45.9,1.4,1.5,,3.51,0.54,5.0,151.0,146,0.0,0.21,,,,,,70ml,한식
호박볶음,볶음류,27,57.4,0.84,1.32,,3.53,1.62,17.0,144.0,234,1.31,0.19,,,,,,70ml,한식
두부볶음,볶음류,197,87.4,12.4,10.52,,13.12,3.68,57.0,231.0,246,10.36,1.77,,,,,,113.40ml,한식
양송이버섯볶음,볶음류,104,58.3,4.5,7.58,,5.17,2.76,17.0,221.0,215,13.44,2.31,,,,,,117.50ml,한식
갈치조림,조림류,65,53.8,6.31,2.4,,4.44,1.78,23.0,213.0,232,21.47,0.67,,,,,,400ml,한식
건꼴뚜기조림,조림류,288,29.2,29.4,13.55,,10.14,1.55,290.0,390.0,1038,513.3,1.96,,,,,,31.10ml,한식
꽈리고추조림,조림류,57,34.5,7.1,1.21,,4.7,1.24,257.0,201.0,460,63.41,0.28,,,,,,80ml,한식
톳나물,나물·숙채류,30,53.1,2.67,1.6,,2.55,0.18,83.0,28.0,156,0.0,0.24,,,,,,60ml,한식
모듬배추나물,나물·숙채류,33,68.0,1.7,1.26,,4.32,1.68,90.0,186.0,270,0.0,0.2,,,,,,120ml,한식
방풍나물,나물·숙채류,37,34.2,1.5,0.79,,7.19,1.55,89.0,278.0,143,0.01,0.15,,,,,,50ml,한식
곤약무침,생채·무침류,83,51.5,0.7,7.7,,3.62,1.12,46.0,33.0,119,2.79,1.15,,,,,,75ml,한식
닭가슴살 샐러드,생채·무침류,54,30.0,4.0,2.96,,2.82,1.13,11.0,99.0,75,12.62,0.55,,,,,,300ml,한식
참나물 무침,생채·무침류,15,35.8,0.7,0.71,,1.85,0.14,23.0,222.0,99,0.0,0.11,,,,,,50ml,한식
시리얼,빵 및 과자류,85,64.7,2.9,2.24,,13.15,7.0,84.0,113.0,73,6.86,1.39,,,,,,190ml,한식
애호박 감자된장국,국 및 탕류,23,32.1,1.9,0.3,,3.35,0.67,13.0,111.0,186,0.89,0.06,,,,,,222.20ml,한식
유부 된장국,국 및 탕류,66,24.7,4.4,4.1,,2.7,0.77,87.0,87.0,274,4.99,0.65,,,,,,234.40ml,한식
동태까스,튀김류,273,59.8,11.6,15.64,,19.42,2.61,38.0,176.0,385,53.42,2.52,,,,,,90ml,한식
껍질콩볶음,볶음류,98,64.2,3.3,5.08,,9.35,2.53,112.0,18.0,207,4.12,0.78,,,,,,150ml,한식
일반짜장면,중식요리,689,,46.8,25.1,,69.0,,,,829,,,,,,,,1인분,중식
간짜장,중식요리,589,,41.0,21.2,,58.6,,,,966,,,,,,,,1인분,중식
삼선짜장,중식요리,770,,46.0,17.2,,107.8,,,,1687,,,,,,,,1인분,중식
쟁반짜장,중식요리,735,,51.5,17.1,,93.8,,,,1221,,,,,,,,1인분,중식
유니짜장,중식요리,547,,33.7,16.1,,66.8,,,,1584,,,,,,,,1인분,중식
사천짜장,중식요리,756,,60.4,27.4,,66.9,,,,1026,,,,,,,,1인분,중식
해물짬뽕,중식요리,640,,52.5,26.5,,47.9,,,,732,,,,,,,,1인분,중식
삼선짬뽕,중식요리,653,,30.7,19.7,,88.2,,,,551,,,,,,,,1인분,중식
차돌짬뽕,중식요리,688,,56.9,28.3,,51.4,,,,1810,,,,,,,,1인분,중식
굴짬뽕,중식요리,878,,74.5,24.6,,89.6,,,,595,,,,,,,,1인분,중식
볶음짬뽕,중식요리,876,,73.3,18.8,,103.4,,,,513,,,,,,,,1인분,중식
백짬뽕,중식요리,622,,25.0,16.4,,93.6,,,,1030,,,,,,,,1인분,중식
탕수육,중식요리,628,,35.0,27.1,,61.0,,,,1398,,,,,,,,1인분,중식
찹쌀탕수육(꿔바로우),중식요리,886,,64.1,23.9,,103.6,,,,1314,,,,,,,,1인분,중식
사천탕수육,중식요리,751,,56.8,25.9,,72.7,,,,1170,,,,,,,,1인분,중식
깐풍기,중식요리,754,,65.5,32.3,,50.3,,,,1828,,,,,,,,1인분,중식
라조기,중식요리,887,,48.3,20.6,,127.1,,,,375,,,,,,,,1인분,중식
유린기,중식요리,646,,41.1,18.2,,79.5,,,,1497,,,,,,,,1인분,중식
조기튀김,중식요리,773,,62.6,29.1,,65.2,,,,1703,,,,,,,,1인분,중식
깐풍새우,중식요리,678,,34.5,31.4,,64.4,,,,1915,,,,,,,,1인분,중식
크림새우,중식요리,508,,42.2,24.4,,29.9,,,,1590,,,,,,,,1인분,중식
칠리새우,중식요리,758,,58.1,14.6,,98.6,,,,354,,,,,,,,1인분,중식
양장피,중식요리,535,,23.8,23.9,,56.2,,,,2136,,,,,,,,1인분,중식
팔보채,중식요리,509,,38.2,17.7,,49.2,,,,1623,,,,,,,,1인분,중식
유산슬,중식요리,753,,51.8,16.9,,98.4,,,,945,,,,,,,,1인분,중식
전가복,중식요리,761,,60.1,29.6,,63.6,,,,439,,,,,,,,1인분,중식
누룽지탕,중식요리,867,,33.4,25.0,,127.1,,,,829,,,,,,,,1인분,중식
고추잡채,중식요리,543,,22.5,26.4,,53.8,,,,1307,,,,,,,,1인분,중식
부추잡채,중식요리,589,,34.4,24.6,,57.5,,,,933,,,,,,,,1인분,중식
마파두부,중식요리,516,,44.6,17.4,,45.3,,,,391,,,,,,,,1인분,중식
어향가지,중식요리,616,,33.6,29.2,,54.7,,,,1637,,,,,,,,1인분,중식
지삼선,중식요리,582,,44.9,14.3,,68.4,,,,316,,,,,,,,1인분,중식
토마토달걀볶음,중식요리,691,,31.3,13.6,,110.8,,,,1815,,,,,,,,1인분,중식
청경채굴소스볶음,중식요리,888,,52.4,31.5,,98.7,,,,1846,,,,,,,,1인분,중식
난자완스,중식요리,555,,24.6,26.9,,53.6,,,,1851,,,,,,,,1인분,중식
동파육,중식요리,814,,56.5,39.8,,57.4,,,,2178,,,,,,,,1인분,중식
경인육슬,중식요리,874,,33.6,38.6,,98.0,,,,957,,,,,,,,1인분,중식
멘보샤,중식요리,623,,24.9,30.5,,62.2,,,,1016,,,,,,,,1인분,중식
훈툰탕,중식요리,527,,31.2,10.7,,76.5,,,,1169,,,,,,,,1인분,중식
계란토마토탕,중식요리,687,,38.6,28.3,,69.5,,,,1565,,,,,,,,1인분,중식
마라탕,중식요리,746,,61.8,31.3,,54.3,,,,1951,,,,,,,,1인분,중식
마라상궈,중식요리,516,,25.7,13.2,,73.6,,,,1749,,,,,,,,1인분,중식
탄탄면,중식요리,700,,59.2,13.7,,85.0,,,,1999,,,,,,,,1인분,중식
우육면,중식요리,771,,60.8,25.3,,75.0,,,,1833,,,,,,,,1인분,중식
중식냉면,중식요리,515,,39.9,13.2,,59.1,,,,350,,,,,,,,1인분,중식
하가우,중식요리,642,,43.2,21.5,,68.9,,,,2053,,,,,,,,1인분,중식
샤오롱바오,중식요리,821,,49.5,35.6,,75.6,,,,971,,,,,,,,1인분,중식
구운딤섬,중식요리,512,,37.3,9.4,,69.6,,,,1259,,,,,,,,1인분,중식
쇼마이,중식요리,704,,52.0,30.4,,55.6,,,,304,,,,,,,,1인분,중식
꽃빵,중식요리,664,,56.2,16.3,,73.1,,,,819,,,,,,,,1인분,중식
춘권,중식요리,633,,33.1,10.7,,101.1,,,,1091,,,,,,,,1인분,중식
잡채밥,중식요리,593,,40.7,22.9,,56.0,,,,2037,,,,,,,,1인분,중식
마파두부밥,중식요리,623,,28.6,12.1,,99.9,,,,1360,,,,,,,,1인분,중식
볶음밥,중식요리,703,,27.3,19.7,,104.1,,,,1896,,,,,,,,1인분,중식
새우볶음밥,중식요리,888,,44.8,32.8,,103.4,,,,793,,,,,,,,1인분,중식
게살볶음밥,중식요리,508,,41.1,20.3,,40.2,,,,1033,,,,,,,,1인분,중식
중식스테이크,중식요리,776,,51.4,21.9,,93.3,,,,815,,,,,,,,1인분,중식
오향장육,중식요리,657,,55.5,28.6,,44.4,,,,992,,,,,,,,1인분,중식
해파리냉채,중식요리,627,,42.7,17.5,,74.7,,,,1019,,,,,,,,1인분,중식
궁보계정,중식요리,672,,42.5,15.1,,91.5,,,,2045,,,,,,,,1인분,중식
회주육,중식요리,792,,66.7,35.0,,52.6,,,,1338,,,,,,,,1인분,중식
회과육,중식요리,506,,28.8,13.2,,68.0,,,,1748,,,,,,,,1인분,중식
짜춘결,중식요리,719,,53.5,20.1,,81.0,,,,1025,,,,,,,,1인분,중식
라조육,중식요리,804,,46.7,37.7,,69.5,,,,592,,,,,,,,1인분,중식
유슬채볶음,중식요리,590,,44.3,16.7,,65.6,,,,1002,,,,,,,,1인분,중식
광동식탕수육,중식요리,881,,41.6,25.8,,120.6,,,,309,,,,,,,,1인분,중식
삼선볶음밥,중식요리,856,,53.5,14.3,,128.3,,,,2156,,,,,,,,1인분,중식
해물덮밥,중식요리,893,,72.7,36.1,,69.3,,,,762,,,,,,,,1인분,중식
송이덮밥,중식요리,583,,49.5,28.3,,32.6,,,,469,,,,,,,,1인분,중식
중식우동,중식요리,753,,55.1,18.2,,92.2,,,,1435,,,,,,,,1인분,중식
울면,중식요리,723,,34.3,17.8,,106.4,,,,484,,,,,,,,1인분,중식
기스면,중식요리,772,,60.8,25.8,,74.1,,,,1285,,,,,,,,1인분,중식
사천탕면,중식요리,515,,36.2,15.2,,58.4,,,,908,,,,,,,,1인분,중식
중식오이무침,중식요리,564,,45.2,11.8,,69.2,,,,1248,,,,,,,,1인분,중식
짜사이무침,중식요리,599,,36.4,16.2,,76.9,,,,2039,,,,,,,,1인분,중식
중식지짐이,중식요리,767,,65.2,16.5,,89.4,,,,704,,,,,,,,1인분,중식
철판볶음면,중식요리,762,,46.3,32.5,,71.1,,,,518,,,,,,,,1인분,중식
마늘쫑돼지고기볶음,중식요리,515,,37.7,15.1,,57.1,,,,1880,,,,,,,,1인분,중식
고구마맛탕,중식요리,606,,49.5,20.7,,55.4,,,,1116,,,,,,,,1인분,중식
옥수수빠스,중식요리,520,,25.3,23.1,,52.7,,,,354,,,,,,,,1인분,중식
대만식광부도시락,중식요리,854,,54.2,26.5,,99.7,,,,768,,,,,,,,1인분,중식
유선슬덮밥,중식요리,678,,52.4,18.9,,74.6,,,,366,,,,,,,,1인분,중식
삼선누룽지탕,중식요리,579,,47.8,12.8,,68.2,,,,605,,,,,,,,1인분,중식
어향육슬,중식요리,740,,34.2,18.5,,109.2,,,,1619,,,,,,,,1인분,중식
몽골리안비프,중식요리,526,,44.8,18.4,,45.3,,,,423,,,,,,,,1인분,중식
북경오리,중식요리,641,,27.6,19.6,,88.6,,,,1387,,,,,,,,1인분,중식
깐풍꽃게,중식요리,558,,31.0,17.8,,68.4,,,,329,,,,,,,,1인분,중식
중식냉채,중식요리,548,,36.4,21.6,,52.0,,,,1810,,,,,,,,1인분,중식
해산물볶음면,중식요리,721,,27.6,13.4,,122.5,,,,438,,,,,,,,1인분,중식
중식잡채,중식요리,613,,37.9,19.2,,72.2,,,,1743,,,,,,,,1인분,중식
홍쇼두부,중식요리,739,,28.1,14.2,,124.7,,,,776,,,,,,,,1인분,중식
건두부무침,중식요리,505,,43.7,17.9,,42.3,,,,2022,,,,,,,,1인분,중식
양고기볶음,중식요리,551,,30.6,19.6,,63.0,,,,1003,,,,,,,,1인분,중식
즈란심장볶음,중식요리,597,,35.4,12.8,,85.0,,,,384,,,,,,,,1인분,중식
매운바지락볶음,중식요리,883,,53.0,16.9,,129.7,,,,1590,,,,,,,,1인분,중식
마늘당면새우찜,중식요리,738,,63.3,14.1,,89.5,,,,2013,,,,,,,,1인분,중식
공심채볶음,중식요리,518,,36.7,20.6,,46.4,,,,1712,,,,,,,,1인분,중식
완자탕,중식요리,896,,78.2,25.8,,87.8,,,,1629,,,,,,,,1인분,중식
중식군만두,중식요리,576,,34.4,22.6,,58.7,,,,2190,,,,,,,,1인분,중식
중식물만두,중식요리,771,,36.3,13.5,,126.1,,,,739,,,,,,,,1인분,중식
안심스테이크,양식요리,542,,41.3,18.6,,52.4,,,,1272,,,,,,,,1인분,양식
등심스테이크,양식요리,770,,42.1,16.4,,113.5,,,,1035,,,,,,,,1인분,양식
채끝스테이크,양식요리,643,,25.7,22.4,,84.6,,,,744,,,,,,,,1인분,양식
티본스테이크,양식요리,790,,58.5,17.5,,99.6,,,,1859,,,,,,,,1인분,양식
부채살스테이크,양식요리,712,,40.2,29.7,,71.0,,,,1005,,,,,,,,1인분,양식
함박스테이크,양식요리,773,,45.7,20.6,,101.2,,,,2141,,,,,,,,1인분,양식
포크커틀릿(돈가스),양식요리,633,,43.5,11.7,,88.4,,,,1697,,,,,,,,1인분,양식
바비큐폭립,양식요리,529,,44.8,25.6,,29.8,,,,1700,,,,,,,,1인분,양식
치킨스테이크,양식요리,523,,43.1,9.5,,66.3,,,,413,,,,,,,,1인분,양식
연어스테이크,양식요리,638,,34.5,26.8,,64.7,,,,1911,,,,,,,,1인분,양식
마르게리따피자,양식요리,720,,53.9,20.3,,80.4,,,,1428,,,,,,,,1인분,양식
고르곤졸라피자,양식요리,788,,53.4,14.5,,111.0,,,,1230,,,,,,,,1인분,양식
페퍼로니피자,양식요리,691,,37.2,15.5,,100.7,,,,1180,,,,,,,,1인분,양식
루꼴라피자,양식요리,640,,37.8,29.5,,55.8,,,,1934,,,,,,,,1인분,양식
콤비네이션피자,양식요리,718,,50.5,15.1,,95.0,,,,1849,,,,,,,,1인분,양식
불고기피자,양식요리,783,,62.4,30.5,,64.7,,,,1113,,,,,,,,1인분,양식
하와이안피자,양식요리,685,,55.4,25.0,,59.6,,,,583,,,,,,,,1인분,양식
시카고피자,양식요리,835,,61.2,40.3,,56.9,,,,2077,,,,,,,,1인분,양식
바질페스토피자,양식요리,814,,41.9,30.1,,93.9,,,,1822,,,,,,,,1인분,양식
포테이토피자,양식요리,768,,52.1,24.5,,84.8,,,,1468,,,,,,,,1인분,양식
봉골레파스타,양식요리,805,,68.1,21.7,,84.3,,,,1170,,,,,,,,1인분,양식
까르보나라,양식요리,752,,65.3,14.2,,90.8,,,,1732,,,,,,,,1인분,양식
알리오올리오,양식요리,642,,35.8,13.7,,93.9,,,,1546,,,,,,,,1인분,양식
아라비아따,양식요리,525,,41.9,10.8,,65.0,,,,1691,,,,,,,,1인분,양식
해산물토마토파스타,양식요리,718,,55.8,16.1,,87.5,,,,1444,,,,,,,,1인분,양식
로제파스타,양식요리,832,,59.1,38.4,,62.5,,,,1290,,,,,,,,1인분,양식
미트볼파스타,양식요리,557,,28.5,26.0,,52.2,,,,2152,,,,,,,,1인분,양식
라자냐,양식요리,718,,42.4,35.1,,58.1,,,,1414,,,,,,,,1인분,양식
바질페스토파스타,양식요리,778,,36.7,33.1,,83.3,,,,533,,,,,,,,1인분,양식
투움바파스타,양식요리,679,,34.8,25.5,,77.6,,,,1395,,,,,,,,1인분,양식
치즈오븐스파게티,양식요리,508,,27.1,11.8,,73.4,,,,1807,,,,,,,,1인분,양식
쉬림프오일파스타,양식요리,662,,47.6,29.1,,52.4,,,,601,,,,,,,,1인분,양식
까놀레니,양식요리,727,,54.3,29.8,,60.4,,,,1848,,,,,,,,1인분,양식
라비올리,양식요리,835,,51.7,25.6,,99.5,,,,1788,,,,,,,,1인분,양식
뇨끼,양식요리,696,,45.8,31.5,,57.3,,,,1169,,,,,,,,1인분,양식
비프스튜,양식요리,741,,30.2,31.9,,83.3,,,,1466,,,,,,,,1인분,양식
치킨커리스튜,양식요리,810,,39.7,28.4,,98.9,,,,2105,,,,,,,,1인분,양식
굴라쉬,양식요리,661,,42.1,20.4,,77.2,,,,1519,,,,,,,,1인분,양식
클램차우더,양식요리,817,,35.1,26.5,,109.5,,,,687,,,,,,,,1인분,양식
양송이스프,양식요리,651,,35.6,29.1,,61.7,,,,1642,,,,,,,,1인분,양식
단호박스프,양식요리,832,,69.3,17.6,,99.1,,,,1797,,,,,,,,1인분,양식
어니언스프,양식요리,566,,22.6,22.8,,67.6,,,,729,,,,,,,,1인분,양식
미네스트로네,양식요리,816,,38.1,34.5,,88.3,,,,2187,,,,,,,,1인분,양식
시저샐러드,양식요리,693,,29.2,14.2,,112.1,,,,848,,,,,,,,1인분,양식
리코타치즈샐러드,양식요리,520,,33.9,24.8,,40.3,,,,1414,,,,,,,,1인분,양식
콥샐러드,양식요리,587,,32.8,14.6,,81.1,,,,1681,,,,,,,,1인분,양식
치킨텐더샐러드,양식요리,846,,40.4,22.0,,121.6,,,,1555,,,,,,,,1인분,양식
훈제연어샐러드,양식요리,833,,67.8,23.8,,86.9,,,,862,,,,,,,,1인분,양식
스테이크샐러드,양식요리,675,,56.2,22.7,,61.5,,,,1895,,,,,,,,1인분,양식
카프레제,양식요리,490,,21.6,13.4,,70.8,,,,1824,,,,,,,,1인분,양식
비엘티샌드위치,양식요리,726,,56.3,29.2,,59.5,,,,613,,,,,,,,1인분,양식
클럽샌드위치,양식요리,615,,46.8,27.4,,45.3,,,,434,,,,,,,,1인분,양식
잠봉뵈르,양식요리,712,,52.6,14.1,,93.7,,,,1279,,,,,,,,1인분,양식
에그마요샌드위치,양식요리,629,,51.9,15.5,,70.5,,,,1532,,,,,,,,1인분,양식
불고기버거,양식요리,577,,44.7,23.3,,47.1,,,,350,,,,,,,,1인분,양식
치즈버거,양식요리,458,,32.0,13.6,,51.9,,,,932,,,,,,,,1인분,양식
치킨버거,양식요리,488,,26.1,15.4,,61.3,,,,1549,,,,,,,,1인분,양식
새우버거,양식요리,755,,50.8,15.1,,104.0,,,,2182,,,,,,,,1인분,양식
베이컨에그버거,양식요리,685,,39.6,24.1,,77.4,,,,814,,,,,,,,1인분,양식
머쉬룸버거,양식요리,523,,37.9,10.7,,68.8,,,,1366,,,,,,,,1인분,양식
에그베네딕트,양식요리,778,,41.8,36.6,,70.3,,,,1661,,,,,,,,1인분,양식
오믈렛,양식요리,631,,49.2,13.6,,78.0,,,,1899,,,,,,,,1인분,양식
팬케이크,양식요리,478,,31.7,10.7,,63.7,,,,670,,,,,,,,1인분,양식
프렌치토스트,양식요리,518,,24.9,22.9,,53.1,,,,2101,,,,,,,,1인분,양식
와플,양식요리,775,,35.5,35.4,,78.6,,,,1807,,,,,,,,1인분,양식
잉글리쉬브렉퍼스트,양식요리,583,,49.5,20.3,,50.6,,,,786,,,,,,,,1인분,양식
피쉬앤칩스,양식요리,664,,35.5,30.0,,63.0,,,,1803,,,,,,,,1인분,양식
맥앤치즈,양식요리,602,,37.7,22.2,,62.8,,,,2044,,,,,,,,1인분,양식
감바스알아히요,양식요리,604,,45.5,17.6,,65.9,,,,1636,,,,,,,,1인분,양식
프렌치프라이,양식요리,817,,58.1,18.7,,104.1,,,,1951,,,,,,,,1인분,양식
어니언링,양식요리,646,,49.0,15.9,,76.7,,,,1303,,,,,,,,1인분,양식
버팔로윙,양식요리,503,,22.0,22.1,,54.0,,,,909,,,,,,,,1인분,양식
치킨나겟,양식요리,536,,27.7,26.3,,47.1,,,,1087,,,,,,,,1인분,양식
깔라마리튀김,양식요리,771,,57.6,15.3,,100.7,,,,920,,,,,,,,1인분,양식
미트로프,양식요리,594,,32.9,15.5,,80.7,,,,2073,,,,,,,,1인분,양식
쉐퍼드파이,양식요리,591,,43.7,20.8,,57.2,,,,1245,,,,,,,,1인분,양식
퀘사디아,양식요리,548,,34.3,18.9,,60.2,,,,2145,,,,,,,,1인분,양식
부리또,양식요리,707,,59.0,19.7,,73.4,,,,843,,,,,,,,1인분,양식
타코,양식요리,563,,24.9,13.5,,85.5,,,,1393,,,,,,,,1인분,양식
나초,양식요리,653,,56.8,14.8,,73.2,,,,1480,,,,,,,,1인분,양식
미트볼,양식요리,622,,33.4,29.4,,56.0,,,,1468,,,,,,,,1인분,양식
코티지파이,양식요리,599,,32.1,13.8,,86.6,,,,876,,,,,,,,1인분,양식
비프웰링턴,양식요리,574,,43.8,26.1,,41.0,,,,1229,,,,,,,,1인분,양식
그릴드치즈샌드위치,양식요리,821,,34.8,25.5,,113.1,,,,2194,,,,,,,,1인분,양식
코울슬로,양식요리,807,,65.5,29.2,,70.6,,,,1450,,,,,,,,1인분,양식
감자샐러드,양식요리,602,,35.2,24.5,,60.2,,,,715,,,,,,,,1인분,양식
콘샐러드,양식요리,672,,35.8,13.5,,101.8,,,,1939,,,,,,,,1인분,양식
로스트비프,양식요리,505,,23.7,8.9,,82.5,,,,1765,,,,,,,,1인분,양식
바비큐치킨,양식요리,458,,29.0,12.6,,57.2,,,,1399,,,,,,,,1인분,양식
핫도그,양식요리,457,,19.9,17.0,,56.1,,,,1221,,,,,,,,1인분,양식
치즈플레이트,양식요리,678,,54.2,11.8,,88.8,,,,1132,,,,,,,,1인분,양식
라따뚜이,양식요리,772,,40.4,19.4,,109.0,,,,839,,,,,,,,1인분,양식
쿠스쿠스샐러드,양식요리,612,,25.2,18.6,,85.9,,,,1903,,,,,,,,1인분,양식
빠네파스타,양식요리,774,,67.4,28.9,,61.1,,,,363,,,,,,,,1인분,양식
명란크림파스타,양식요리,707,,36.3,31.7,,69.1,,,,591,,,,,,,,1인분,양식
스테이크리조또,양식요리,534,,25.7,12.5,,79.7,,,,835,,,,,,,,1인분,양식
트러플리조또,양식요리,713,,60.4,33.2,,43.1,,,,1883,,,,,,,,1인분,양식
해산물토마토리조또,양식요리,736,,55.2,27.8,,66.2,,,,1078,,,,,,,,1인분,양식
샤프란리조또,양식요리,682,,51.0,16.5,,82.4,,,,2104,,,,,,,,1인분,양식
바비큐샌드위치,양식요리,543,,36.3,25.0,,43.2,,,,1892,,,,,,,,1인분,양식
광어초밥,일식요리,475,,25.6,21.0,,45.9,,,,843,,,,,,,,1인분,일식
연어초밥,일식요리,545,,33.0,24.7,,47.7,,,,1142,,,,,,,,1인분,일식
참치초밥,일식요리,648,,27.8,16.1,,98.0,,,,1865,,,,,,,,1인분,일식
찐새우초밥,일식요리,455,,19.3,16.8,,56.6,,,,2149,,,,,,,,1인분,일식
생새우초밥,일식요리,480,,19.9,13.1,,70.6,,,,2124,,,,,,,,1인분,일식
간장새우초밥,일식요리,535,,37.4,13.4,,66.2,,,,1680,,,,,,,,1인분,일식
장어초밥,일식요리,564,,45.3,18.5,,54.1,,,,1871,,,,,,,,1인분,일식
문어초밥,일식요리,403,,23.7,16.2,,40.6,,,,1297,,,,,,,,1인분,일식
가리비초밥,일식요리,680,,35.1,14.8,,101.6,,,,838,,,,,,,,1인분,일식
한치초밥,일식요리,649,,37.4,19.2,,81.6,,,,1438,,,,,,,,1인분,일식
계란초밥,일식요리,410,,25.2,10.3,,54.1,,,,1948,,,,,,,,1인분,일식
